wavelength,absorbance,bonds
1570.05253,0.000546,aromatic
1571.981342,0.000792,aromatic
1573.910153,0.001094,aromatic
1575.838965,0.001588,aromatic
1577.767776,0.002288,aromatic
1579.696588,0.003015,aromatic
1581.625399,0.003702,aromatic
1583.554211,0.004315,aromatic
1585.483022,0.004677,aromatic
1587.411834,0.00455,aromatic
1589.340645,0.003931,aromatic
1591.269456,0.003048,aromatic
1593.198268,0.002127,aromatic
1595.127079,0.001368,aromatic
1597.055891,0.000866,aromatic
1598.984702,0.000572,aromatic
1600.913514,0.000413,aromatic
1602.842325,0.000331,aromatic
1604.771137,0.000296,aromatic
1606.699948,0.000276,aromatic
1608.62876,0.000231,aromatic
1610.557571,0.000173,aromatic
1612.486383,0.0001,aromatic
1614.415194,-0.000001,aromatic
1616.344005,-0.000058,aromatic
1618.272817,-0.000027,aromatic
1620.201628,-0.000016,aromatic
1622.13044,-0.000079,aromatic
1624.059251,-0.000112,"C=O, C=C"
1625.988063,-0.000102,"C=O, C=C"
1627.916874,-0.000124,"C=O, C=C"
1629.845686,-0.000137,"C=O, C=C"
1631.774497,-0.000129,"C=O, C=C"
1633.703309,-0.000141,"C=O, C=C"
1635.63212,-0.000122,"C=O, C=C"
1637.560932,-0.000063,"C=O, C=C"
1639.489743,-0.000025,"C=O, C=C"
1641.418555,-0.000007,"C=O, C=C"
1643.347366,-0.000024,"C=O, C=C"
1645.276177,-0.000067,"C=O, C=C"
1647.204989,-0.00006,"C=O, C=C"
1649.1338,-0.000036,"C=O, C=C"
1651.062612,-0.00008,"C=O, C=C"
1652.991423,-0.000096,"C=O, C=C"
1654.920235,0.000013,"C=O, C=C"
1656.849046,0.000088,"C=O, C=C"
1658.777858,0.000062,"C=O, C=C"
1660.706669,0.000041,"C=O, C=C"
1662.635481,0.000047,"C=O, C=C"
1664.564292,0.000065,"C=O, C=C"
1666.493104,0.000052,"C=O, C=C"
1668.421915,0.000009,"C=O, C=C"
1670.350726,0.00002,"C=O, C=C"
1672.279538,0.000039,"C=O, C=C"
1674.208349,0.000037,"C=O, C=C"
1676.137161,0.000056,"C=O, C=C"
1678.065972,0.000065,"C=O, C=C"
1679.994784,0.000057,"C=O, C=C"
1681.923595,0.000009,"C=O, C=C"
1683.852407,-0.000023,"C=O, C=C"
1685.781218,0.000043,"C=O, C=C"
1687.71003,0.000072,"C=O, C=C"
1689.638841,0.000046,"C=O, C=C"
